mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_max_features,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.9951749642690023,0.11513488079420557,0.009134213129679361,0.0001409270061443542,0.05,3,sqrt,400,0.6,"{'learning_rate': 0.05, 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 400, 'subsample': 0.6}",-1224466.354522914,-1157344.711768175,-1234323.2312683691,-1205378.099186486,34202.28291553984,343
0.9356372356414795,0.0065183558629108304,0.008995294570922852,0.00014611084715603108,0.05,3,sqrt,400,0.7,"{'learning_rate': 0.05, 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 400, 'subsample': 0.7}",-1246272.4745234079,-1137732.7608631,-1247357.228542471,-1210454.154642993,51423.69757085518,357
1.0007506211598713,0.011857952380381538,0.009017388025919596,0.00021535039285008566,0.05,3,sqrt,400,0.8,"{'learning_rate': 0.05, 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 400, 'subsample': 0.8}",-1229526.7712458256,-1137134.9355875668,-1267976.517488123,-1211546.0747738385,54908.159519773144,359
1.057183821996053,0.008878148942469122,0.008745352427164713,0.00014195957326834375,0.05,3,sqrt,400,1.0,"{'learning_rate': 0.05, 'max_depth': 3, 'max_features': 'sqrt', 'n_estimators': 400, 'subsample': 1.0}",-1240297.8465842814,-1114452.8203833853,-1193927.8743761173,-1182892.8471145947,51965.19043149923,318
1.5052259763081868,0.16280182373932217,0.005513906478881836,0.00014862984390155422,0.05,5,,100,0.6,"{'learning_rate': 0.05, 'max_depth': 5, 'max_features': None, 'n_estimators': 100, 'subsample': 0.6}",-1186242.4437605438,-1153178.4005164537,-1263735.7194840687,-1201052.1879203552,46333.76440484877,336
2.402511199315389,0.42910840061849287,0.010963757832845053,0.004965712904200349,0.05,5,,100,0.7,"{'learning_rate': 0.05, 'max_depth': 5, 'max_features': None, 'n_estimators': 100, 'subsample': 0.7}",-1164497.3169094445,-1091901.0966360285,-1255111.9425484524,-1170503.4520313086,66765.76118634867,311
1.8923312822977703,0.08179899032599369,0.005478779474894206,0.00019590815941573773,0.05,5,,100,0.8,"{'learning_rate': 0.05, 'max_depth': 5, 'max_features': None, 'n_estimators': 100, 'subsample': 0.8}",-1197308.1649845913,-1113121.9253650396,-1262560.8928428895,-1190996.9943975068,61171.20458650422,327
2.1780686378479004,0.018177332697173886,0.0059356689453125,0.0003704037058046084,0.05,5,,100,1.0,"{'learning_rate': 0.05, 'max_depth': 5, 'max_features': None, 'n_estimators': 100, 'subsample': 1.0}",-1204794.861860992,-1182452.9769867188,-1332655.418828928,-1239967.7525588796,66171.70877786928,395
2.9961801369984946,0.2582530194506506,0.010637283325195312,0.003577488080149935,0.05,5,,200,0.6,"{'learning_rate': 0.05, 'max_depth': 5, 'max_features': None, 'n_estimators': 200, 'subsample': 0.6}",-1028614.8409713175,-997556.5583508499,-1124311.82029519,-1050161.0732057858,53943.82386811177,154
3.45709220568339,0.39339134111105456,0.0077435970306396484,8.142776949673045e-05,0.05,5,,200,0.7,"{'learning_rate': 0.05, 'max_depth': 5, 'max_features': None, 'n_estimators': 200, 'subsample': 0.7}",-983957.1125701182,-981932.2102187434,-1126469.2251902453,-1030786.1826597024,67663.17821045373,135
4.2087169488271075,0.10688006730223351,0.012803872426350912,0.007008522705176585,0.05,5,,200,0.8,"{'learning_rate': 0.05, 'max_depth': 5, 'max_features': None, 'n_estimators': 200, 'subsample': 0.8}",-1023584.2811166148,-982460.2420191565,-1103724.7913461628,-1036589.771493978,50352.95301394781,144
4.600428819656372,0.29961118961044375,0.00860738754272461,0.00181343730134754,0.05,5,,200,1.0,"{'learning_rate': 0.05, 'max_depth': 5, 'max_features': None, 'n_estimators': 200, 'subsample': 1.0}",-1056426.3545487425,-1051539.1953080432,-1175336.9257946,-1094434.158550462,57241.67707874151,209
4.464619477589925,0.43814141376328114,0.009981552759806315,0.00017765073022166857,0.05,5,,300,0.6,"{'learning_rate': 0.05, 'max_depth': 5, 'max_features': None, 'n_estimators': 300, 'subsample': 0.6}",-975364.9513250578,-949257.383051977,-1060694.635761811,-995105.6567129487,47587.37164267758,89
4.982890288035075,0.33144407460057124,0.010620673497517904,0.0007903944804099272,0.05,5,,300,0.7,"{'learning_rate': 0.05, 'max_depth': 5, 'max_features': None, 'n_estimators': 300, 'subsample': 0.7}",-923172.334575819,-944474.2559198956,-1079323.9290389996,-982323.5065115714,69138.77079763572,79
5.882968266805013,0.36257624844532726,0.010890324910481771,0.00039948640654280057,0.05,5,,300,0.8,"{'learning_rate': 0.05, 'max_depth': 5, 'max_features': None, 'n_estimators': 300, 'subsample': 0.8}",-946777.2818110656,-939914.7437861423,-1047581.5961347054,-978091.2072439711,49216.9294597905,74
6.8115889231363935,0.34363177614578305,0.009936650594075521,0.0004477748185808309,0.05,5,,300,1.0,"{'learning_rate': 0.05, 'max_depth': 5, 'max_features': None, 'n_estimators': 300, 'subsample': 1.0}",-992671.2433103338,-1008227.9898541422,-1100920.5811574203,-1033939.9381072987,47786.385776096795,141
5.777109940846761,0.3563505047428865,0.012192010879516602,6.035083359573409e-05,0.05,5,,400,0.6,"{'learning_rate': 0.05, 'max_depth': 5, 'max_features': None, 'n_estimators': 400, 'subsample': 0.6}",-951213.9526893211,-935617.2707995761,-1039230.3089214249,-975353.844136774,45614.07813771996,68
6.702437003453572,0.3332137069457562,0.01952528953552246,0.006510856344729455,0.05,5,,400,0.7,"{'learning_rate': 0.05, 'max_depth': 5, 'max_features': None, 'n_estimators': 400, 'subsample': 0.7}",-893842.6752596243,-930547.9540363471,-1058521.2592750585,-960970.6295236765,70587.59757061968,53
7.430074373881022,0.35423454025074524,0.01436630884806315,0.002302913563514766,0.05,5,,400,0.8,"{'learning_rate': 0.05, 'max_depth': 5, 'max_features': None, 'n_estimators': 400, 'subsample': 0.8}",-911092.245548174,-923568.8625264793,-1017746.8772354249,-950802.6617700262,47609.96030954128,40
9.252012173334757,0.12226074806659615,0.011951446533203125,0.000624776694001213,0.05,5,,400,1.0,"{'learning_rate': 0.05, 'max_depth': 5, 'max_features': None, 'n_estimators': 400, 'subsample': 1.0}",-955680.225886403,-987749.4235762953,-1059126.25246552,-1000851.967309406,43236.00037746638,97
0.28557101885477704,0.005958148863594017,0.005594174067179362,0.0001690413319857709,0.05,5,sqrt,100,0.6,"{'learning_rate': 0.05, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 100, 'subsample': 0.6}",-1257495.9930574857,-1144217.229321203,-1190086.713707419,-1197266.645362036,46523.708238050465,331
0.32448625564575195,0.012373868368521179,0.0056781768798828125,0.0005002015349896422,0.05,5,sqrt,100,0.7,"{'learning_rate': 0.05, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 100, 'subsample': 0.7}",-1202890.4238841468,-1167177.56394095,-1186442.6912671765,-1185503.5596974243,14594.829390565637,324
0.3684512774149577,0.005426231627315679,0.006150166193644206,0.00029971382852110487,0.05,5,sqrt,100,0.8,"{'learning_rate': 0.05, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 100, 'subsample': 0.8}",-1222215.375088763,-1150072.082950898,-1156276.4555939983,-1176187.97121122,32644.70340656069,312
0.6446719964345297,0.08596264184178752,0.0066382090250651045,0.0016779204938654555,0.05,5,sqrt,100,1.0,"{'learning_rate': 0.05, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 100, 'subsample': 1.0}",-1213021.0146191008,-1116576.5026456916,-1135935.348927237,-1155177.62206401,41658.010666616436,294
0.5957795778910319,0.012698021210991993,0.007890701293945312,0.0003392089528997364,0.05,5,sqrt,200,0.6,"{'learning_rate': 0.05, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 200, 'subsample': 0.6}",-1068171.166017883,-1002792.6334973562,-1020097.0084254548,-1030353.602646898,27658.46973836286,134
0.6547675132751465,0.01101247027711311,0.008049090703328451,0.00014758351843898265,0.05,5,sqrt,200,0.7,"{'learning_rate': 0.05, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 200, 'subsample': 0.7}",-1029182.0978460603,-1017503.8954726319,-1038581.5934595151,-1028422.5289260693,8621.679914213462,130
0.7331137657165527,0.01252009802121148,0.008160670598347982,0.00036754141569626586,0.05,5,sqrt,200,0.8,"{'learning_rate': 0.05, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 200, 'subsample': 0.8}",-1055143.3525234282,-1020527.1302228373,-1008748.7942111813,-1028139.7589858156,19690.57046336834,129
0.7993866602579752,0.007778177756963352,0.008298635482788086,0.00020733617692249694,0.05,5,sqrt,200,1.0,"{'learning_rate': 0.05, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 200, 'subsample': 1.0}",-1035403.7044170285,-983948.7065802122,-982223.5336479115,-1000525.3148817174,24672.800109219574,96
0.9092090129852295,0.006247410647463393,0.010735511779785156,0.0003284903345900522,0.05,5,sqrt,300,0.6,"{'learning_rate': 0.05, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 300, 'subsample': 0.6}",-1007990.1670341749,-954051.4082019407,-966166.3840769683,-976069.319771028,23106.976256980506,70
1.014336347579956,0.006272860638072879,0.010775009791056315,0.00055823975742984,0.05,5,sqrt,300,0.7,"{'learning_rate': 0.05, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 300, 'subsample': 0.7}",-957738.0109077814,-976491.086757768,-979146.4049053143,-971125.1675236212,9528.016593497301,64
1.0732648372650146,0.02294998485158423,0.010164658228556315,5.409154262069942e-05,0.05,5,sqrt,300,0.8,"{'learning_rate': 0.05, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 300, 'subsample': 0.8}",-994881.0320389618,-973964.1629868759,-948695.0621277144,-972513.419051184,18883.22796621157,66
1.6525206565856934,0.2053461326010618,0.018668174743652344,0.0064927139317375255,0.05,5,sqrt,300,1.0,"{'learning_rate': 0.05, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 300, 'subsample': 1.0}",-960765.0339566797,-938094.7705721753,-929234.6276164689,-942698.1440484413,13277.422353157608,30
1.2597637176513672,0.11436121154050632,0.01347653071085612,0.0001442169440463812,0.05,5,sqrt,400,0.6,"{'learning_rate': 0.05, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 400, 'subsample': 0.6}",-976020.3240811581,-950125.4508912044,-939019.4142301118,-955055.0630674915,15502.529677609898,46
1.3136284351348877,0.018580809334578327,0.01263753573099772,0.00020904858010348983,0.05,5,sqrt,400,0.7,"{'learning_rate': 0.05, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 400, 'subsample': 0.7}",-926819.0287428127,-965273.7380517885,-949065.1820013482,-947052.6495986498,15763.436216201753,36
1.4540037314097087,0.015076750286521572,0.01268307367960612,0.00014226809512334868,0.05,5,sqrt,400,0.8,"{'learning_rate': 0.05, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 400, 'subsample': 0.8}",-967040.0402339371,-962125.709798314,-928153.1472241828,-952439.6324188113,17289.93316430699,42
1.5584927399953206,0.007942769495767676,0.01255178451538086,0.0001502821480312138,0.05,5,sqrt,400,1.0,"{'learning_rate': 0.05, 'max_depth': 5, 'max_features': 'sqrt', 'n_estimators': 400, 'subsample': 1.0}",-931767.6159156729,-927122.2037493754,-903893.9894958724,-920927.9363869736,12193.207769501212,13
2.2412428061167398,0.3242316506551512,0.009905656178792318,0.003908630323804343,0.05,7,,100,0.6,"{'learning_rate': 0.05, 'max_depth': 7, 'max_features': None, 'n_estimators': 100, 'subsample': 0.6}",-1077411.5490039384,-1045676.3688937076,-1147408.9601914661,-1090165.626029704,42500.03838134396,204
2.1894447008768716,0.11823397199397376,0.007550477981567383,0.0005501247513805368,0.05,7,,100,0.7,"{'learning_rate': 0.05, 'max_depth': 7, 'max_features': None, 'n_estimators': 100, 'subsample': 0.7}",-1062082.4878388192,-1038933.507857532,-1155729.742857728,-1085581.9128513597,50494.272675193955,201
2.3985020319620767,0.0028709352650854833,0.007062435150146484,0.0001451540399774833,0.05,7,,100,0.8,"{'learning_rate': 0.05, 'max_depth': 7, 'max_features': None, 'n_estimators': 100, 'subsample': 0.8}",-1147272.1086542832,-1068564.785612917,-1171412.66731133,-1129083.1871928435,43913.166897188596,257
3.249218781789144,0.3175783796333184,0.008101065953572592,0.0003604304560921729,0.05,7,,100,1.0,"{'learning_rate': 0.05, 'max_depth': 7, 'max_features': None, 'n_estimators': 100, 'subsample': 1.0}",-1233361.1123902344,-1216125.9476224242,-1254205.8717900082,-1234564.310600889,15569.327123178819,387
3.908928712209066,0.18488192390855512,0.01120599110921224,0.00027231746181488945,0.05,7,,200,0.6,"{'learning_rate': 0.05, 'max_depth': 7, 'max_features': None, 'n_estimators': 200, 'subsample': 0.6}",-963805.8278899756,-972232.0671999956,-1051804.861265055,-995947.5854516755,39646.57886204387,92
4.72562034924825,0.36001544201108326,0.01064006487528483,0.0004491398242312967,0.05,7,,200,0.7,"{'learning_rate': 0.05, 'max_depth': 7, 'max_features': None, 'n_estimators': 200, 'subsample': 0.7}",-961434.1814134746,-961667.5439097646,-1059684.9496140264,-994262.2249790886,46260.95033256338,88
4.758189757664998,0.04684968107183383,0.010306835174560547,0.0005513753580766648,0.05,7,,200,0.8,"{'learning_rate': 0.05, 'max_depth': 7, 'max_features': None, 'n_estimators': 200, 'subsample': 0.8}",-1044450.286741971,-997438.8096864722,-1070147.1097086233,-1037345.4020456889,30105.190725613895,146
6.319337288538615,0.3341469755910746,0.010521809260050455,0.00030209959943034863,0.05,7,,200,1.0,"{'learning_rate': 0.05, 'max_depth': 7, 'max_features': None, 'n_estimators': 200, 'subsample': 1.0}",-1142416.7745070793,-1150086.966729531,-1171730.3609597953,-1154744.7007321352,12412.156734682208,293
6.022007465362549,0.3744732609670886,0.014262199401855469,0.0004235122488200654,0.05,7,,300,0.6,"{'learning_rate': 0.05, 'max_depth': 7, 'max_features': None, 'n_estimators': 300, 'subsample': 0.6}",-941342.9303641819,-949649.7751790485,-1017578.3323523205,-969523.679298517,34148.57906058604,61
6.505346218744914,0.36865544463952915,0.014020840326944986,0.00043491785141006604,0.05,7,,300,0.7,"{'learning_rate': 0.05, 'max_depth': 7, 'max_features': None, 'n_estimators': 300, 'subsample': 0.7}",-934467.9220875992,-938357.8814090461,-1034275.1062713644,-969033.6365893366,46160.01134159193,60
7.602650324503581,0.34309927600639234,0.013764540354410807,0.00046186342831547946,0.05,7,,300,0.8,"{'learning_rate': 0.05, 'max_depth': 7, 'max_features': None, 'n_estimators': 300, 'subsample': 0.8}",-1015934.0047734578,-978427.2239645913,-1042163.5003484846,-1012174.9096955112,26155.64092982355,108
9.170186122258505,0.3803582846684667,0.017036835352579754,0.005145362184802569,0.05,7,,300,1.0,"{'learning_rate': 0.05, 'max_depth': 7, 'max_features': None, 'n_estimators': 300, 'subsample': 1.0}",-1111677.6934643406,-1127500.3604214212,-1140430.3997704578,-1126536.1512187398,11758.027173562703,255
8.017056624094645,0.0662630790716272,0.017269611358642578,0.0007095164667366568,0.05,7,,400,0.6,"{'learning_rate': 0.05, 'max_depth': 7, 'max_features': None, 'n_estimators': 400, 'subsample': 0.6}",-921301.5502320867,-944115.3037496323,-1003328.708614048,-956248.5208652556,34569.01209885314,48
8.92272400856018,0.40090658097638654,0.01739184061686198,0.0004916905739592698,0.05,7,,400,0.7,"{'learning_rate': 0.05, 'max_depth': 7, 'max_features': None, 'n_estimators': 400, 'subsample': 0.7}",-922476.4812516881,-929842.3257146308,-1020640.3879256545,-957653.0649639912,44640.16171245152,51
10.147236903508505,0.29093470477084965,0.01710828145345052,0.00038887121916717675,0.05,7,,400,0.8,"{'learning_rate': 0.05, 'max_depth': 7, 'max_features': None, 'n_estimators': 400, 'subsample': 0.8}",-1001614.8952356537,-971351.9587983898,-1030002.2444520043,-1000989.6994953492,23947.959608254972,98
12.381683985392252,0.05912645155121163,0.019559383392333984,0.006028748292651582,0.05,7,,400,1.0,"{'learning_rate': 0.05, 'max_depth': 7, 'max_features': None, 'n_estimators': 400, 'subsample': 1.0}",-1098579.1543912694,-1119946.6685486154,-1127918.947277152,-1115481.5900723457,12387.051195934595,235
0.369488000869751,0.011609933834632852,0.00686955451965332,5.3443001638008315e-05,0.05,7,sqrt,100,0.6,"{'learning_rate': 0.05, 'max_depth': 7, 'max_features': 'sqrt', 'n_estimators': 100, 'subsample': 0.6}",-1059431.0557286951,-977744.2030583298,-1003871.575230296,-1013682.2780057736,34062.422026910805,112
0.5947622458140055,0.20708699521894744,0.00907603899637858,0.002116864893547347,0.05,7,sqrt,100,0.7,"{'learning_rate': 0.05, 'max_depth': 7, 'max_features': 'sqrt', 'n_estimators': 100, 'subsample': 0.7}",-1047707.326216889,-1077441.0451884572,-1010866.9305257001,-1045338.4339770154,27230.33753757726,151
0.561208168665568,0.08277337852044414,0.007063945134480794,6.376447832568485e-05,0.05,7,sqrt,100,0.8,"{'learning_rate': 0.05, 'max_depth': 7, 'max_features': 'sqrt', 'n_estimators': 100, 'subsample': 0.8}",-1043365.4759702842,-999420.2542258131,-1014051.5173333181,-1018945.7491764718,18271.30277317573,118
0.5221803983052572,0.018322858650447263,0.0068438053131103516,0.0002480039946151261,0.05,7,sqrt,100,1.0,"{'learning_rate': 0.05, 'max_depth': 7, 'max_features': 'sqrt', 'n_estimators': 100, 'subsample': 1.0}",-1045319.6355781393,-1016299.0697205685,-1000939.2092881326,-1020852.6381956134,18402.115798885243,121
0.7356666723887125,0.023766608698514897,0.01038050651550293,0.000644466661706942,0.05,7,sqrt,200,0.6,"{'learning_rate': 0.05, 'max_depth': 7, 'max_features': 'sqrt', 'n_estimators': 200, 'subsample': 0.6}",-939680.1452040424,-901553.2512236885,-904402.2332805324,-915211.8765694211,17340.728592383308,9
1.2675263086954753,0.23028839932451978,0.016762177149454754,0.0087305289656109,0.05,7,sqrt,200,0.7,"{'learning_rate': 0.05, 'max_depth': 7, 'max_features': 'sqrt', 'n_estimators': 200, 'subsample': 0.7}",-925387.5113453392,-987387.389309931,-904451.3040157096,-939075.4015569933,35214.74421145507,27
0.9486920038859049,0.037603016562812355,0.010797977447509766,0.00013001327499687613,0.05,7,sqrt,200,0.8,"{'learning_rate': 0.05, 'max_depth': 7, 'max_features': 'sqrt', 'n_estimators': 200, 'subsample': 0.8}",-925131.6238525249,-925247.6575592164,-905823.2080588652,-918734.1631568689,9129.546798254263,12
