Crop,N_test,RMSE,MAE,MSE,R2,MAPE
Barley,221,533.0335199896438,387.5276109185719,284124.7334325499,0.892696332505444,0.1278473856913359
Wheat,220,570.8028196327605,436.81585342455185,325815.8589007097,0.9233393604427247,0.11701129795797212
Maize,169,1263.8395221835813,1048.730992385232,1597290.3378332232,0.757819195153049,0.19966740053477294
