mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
13.11678967475891,0.14502392252738694,0.02317805290222168,0.005552000007309918,0.8,0.3,9,300,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.3, 'max_depth': 9, 'n_estimators': 300, 'subsample': 1.0}",-1221925.611956681,-1072288.7739288048,-1131264.2356596454,-1221408.5305593861,-1190934.5046062877,-1167564.3313421612,57957.985480476505,1
