mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
1.5548489093780518,0.05662235408293967,0.03648386001586914,0.01410099212453988,,sqrt,1,2,100,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",-1094174.7050694178,-1175907.8571731828,-1038695.2935608476,-1216705.1427071563,-1048624.416625466,-1114821.4830272142,70306.98824296864,2
2.3317141056060793,0.10839090822769543,0.03386135101318359,0.006694920656842612,,sqrt,1,2,200,"{'max_depth': None, 'max_features': 'sqrt', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",-1086575.3607009782,-1158321.3563709229,-1047318.4494497617,-1189625.8075948823,-1038879.8777072168,-1104144.1703647524,60065.84938829972,1
