mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.8854018847147623,0.010050091229797819,0.009465614954630533,0.0004684882545332036,0.8,0.05,5,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.8}",-1005604.6503471342,-999364.9936070646,-1048057.8404682234,-1017675.8281408073,21633.82126603186,129
0.8575479984283447,0.04238137241512428,0.009746074676513672,0.0004426631579345518,0.8,0.05,5,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1.0}",-1038467.1663583808,-998462.2322480067,-1087698.9130438352,-1041542.7705500742,36495.57786656822,171
1.3574806054433186,0.0903304340823399,0.01207582155863444,0.0006289974459611178,0.8,0.05,5,300,0.6,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 300, 'subsample': 0.6}",-973903.1091669546,-925422.8922070238,-927950.0850895062,-942425.3621544949,22282.027042762984,27
1.4644342263539631,0.14185879713354785,0.012268384297688803,0.0008842138298625753,0.8,0.05,5,300,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 300, 'subsample': 0.8}",-919586.5556473112,-960344.8360965126,-972212.3571695007,-950714.5829711081,22537.747268493702,40
1.2453866004943848,0.05348783546364162,0.011451482772827148,0.00023135727461772528,0.8,0.05,5,300,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 300, 'subsample': 1.0}",-969484.9578221471,-964008.6823241741,-1034427.1823769114,-989306.9408410775,31983.063700667335,81
2.22369114557902,0.26370291608086377,0.017156044642130535,0.004074893940925072,0.8,0.05,5,400,0.6,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 400, 'subsample': 0.6}",-941178.4432793524,-908172.1346426706,-885937.8150567706,-911762.7976595978,22694.366368216033,5
1.71846604347229,0.04835115225612721,0.014081478118896484,0.0007501671774426776,0.8,0.05,5,400,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 400, 'subsample': 0.8}",-881518.2231732978,-937123.1137779196,-939512.507563032,-919384.6148380832,26793.345118371893,9
1.691324234008789,0.037203909132201604,0.013680299123128256,0.000918672426551201,0.8,0.05,5,400,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 5, 'n_estimators': 400, 'subsample': 1.0}",-934940.2632345236,-939861.8373107939,-992164.4077494934,-955655.5027649369,25893.764760724152,46
0.7645347118377686,0.01737415618533424,0.01228944460550944,0.006474272620285016,0.8,0.05,6,100,0.6,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.6}",-1137531.1161569478,-1111718.2485239543,-1141392.1967835426,-1130213.8538214816,13173.01654627635,301
0.8091568946838379,0.02421860107245645,0.007989009221394857,0.0004115605302369497,0.8,0.05,6,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 100, 'subsample': 0.8}",-1092568.6928295686,-1064869.9576154687,-1149351.8214733687,-1102263.4906394687,35164.263665046084,271
0.8079765637715658,0.0065603126726326,0.008243242899576822,9.063049518378247e-05,0.8,0.05,6,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 100, 'subsample': 1.0}",-1126154.2744530262,-1069133.3525055721,-1214093.7852419533,-1136460.470733517,59626.86769183128,315
1.7860508759816487,0.18415459187502017,0.014243364334106445,0.0034248831460503212,0.8,0.05,6,200,0.6,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 200, 'subsample': 0.6}",-975328.5929315336,-1004691.2223876158,-999223.717926474,-993081.177748541,12749.878483654582,88
1.5521071751912434,0.16831637896670482,0.010737021764119467,0.0002571703182021003,0.8,0.05,6,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 200, 'subsample': 0.8}",-951323.6269659809,-943399.1196360514,-997785.066220179,-964169.2709407372,23989.104795129228,55
1.4271571636199951,0.040327852526558905,0.01044774055480957,0.00016577070810827268,0.8,0.05,6,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 200, 'subsample': 1.0}",-996112.1914887575,-965015.8601623661,-1054576.7554860152,-1005234.9357123795,37127.768937554305,111
2.0458292961120605,0.03347160377418548,0.014566262563069662,0.00156388352797534,0.8,0.05,6,300,0.6,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 300, 'subsample': 0.6}",-928552.6062724557,-963012.0023475372,-941551.2562637071,-944371.9549612333,14208.676933984296,30
2.386638959248861,0.3565421355743621,0.01679650942484538,0.005140605146637126,0.8,0.05,6,300,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 300, 'subsample': 0.8}",-895934.3755220915,-912550.1995345384,-949775.8270880929,-919420.1340482408,22511.07100740196,10
2.278689384460449,0.30985949064927976,0.045160770416259766,0.04532252292893137,0.8,0.05,6,300,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 300, 'subsample': 1.0}",-943372.5941543946,-930657.0728476696,-1010487.0595100169,-961505.575504027,35021.99739304073,53
2.720134417215983,0.05475336079528802,0.01677544911702474,0.0011652663493145758,0.8,0.05,6,400,0.6,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 400, 'subsample': 0.6}",-909270.5919548972,-952343.6487172476,-911332.8292694543,-924315.689980533,19836.633768453426,14
3.2119147777557373,0.2980386282823674,0.020149072011311848,0.004591182199660642,0.8,0.05,6,400,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 400, 'subsample': 0.8}",-873742.086427357,-900738.390785475,-927359.4005157851,-900613.2925762058,21889.35555143577,1
2.782381057739258,0.12447055665503161,0.02638896306355794,0.014640099356957313,0.8,0.05,6,400,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 6, 'n_estimators': 400, 'subsample': 1.0}",-919538.1352054202,-909942.3163715281,-987120.1365499693,-938866.8627089724,34344.371320046885,24
1.1906762917836506,0.01348342436673347,0.009891986846923828,0.001310688568811068,0.8,0.05,7,100,0.6,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.6}",-1092480.010261954,-1092955.9084915423,-1124669.7452431903,-1103368.5546655622,15063.469272814837,274
1.2548177242279053,0.015548173363171013,0.00865324338277181,0.00032388631368732265,0.8,0.05,7,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.8}",-1097549.3061252628,-1082139.4859643206,-1118941.2689914906,-1099543.3536936913,15090.283358806117,266
1.3807047208150227,0.015652702894100066,0.009133021036783854,0.00025959045354236824,0.8,0.05,7,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 100, 'subsample': 1.0}",-1122820.4083887644,-1101658.0865525727,-1193669.6936488077,-1139382.7295300483,39346.8916290156,324
2.6189632415771484,0.2566476665260699,0.013115803400675455,0.0009389072647040382,0.8,0.05,7,200,0.6,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.6}",-959281.5118604667,-989242.4139547354,-1005334.0639953136,-984619.3299368386,19082.960443121297,74
2.2875563303629556,0.05454803691118876,0.03772131601969401,0.036097973234264946,0.8,0.05,7,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 200, 'subsample': 0.8}",-983717.5719222644,-992811.7641645034,-1011700.1491100745,-996076.4950656141,11654.756036641227,95
2.3073312441507974,0.07083931550984732,0.01343552271525065,0.0022628556857407387,0.8,0.05,7,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 200, 'subsample': 1.0}",-1033483.8338643359,-1030110.0150938134,-1093580.9967335742,-1052391.6152305745,29157.84085197693,189
3.587962786356608,0.2736741780060793,0.015385945638020834,0.00018910790320061528,0.8,0.05,7,300,0.6,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 300, 'subsample': 0.6}",-918376.3672092744,-957376.7488284672,-966807.2881601867,-947520.1347326428,20964.305491539377,34
3.320803721745809,0.045937303648861984,0.01651485761006673,0.0008239756748379973,0.8,0.05,7,300,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 300, 'subsample': 0.8}",-946231.946398463,-970080.305091808,-975282.2003851647,-963864.8172918119,12647.886005624152,54
3.756810744603475,0.2752549704871804,0.016121784845987957,0.0004493409262367188,0.8,0.05,7,300,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 300, 'subsample': 1.0}",-1003271.940358482,-1007040.8833951758,-1061800.683778351,-1024037.835844003,26746.660177649366,133
4.225832303365071,0.08119195847000812,0.020087003707885742,0.0015223842079709314,0.8,0.05,7,400,0.6,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 400, 'subsample': 0.6}",-901780.1280452658,-946562.5741067146,-949436.9094675727,-932593.2038731844,21819.711003653923,18
4.799570480982463,0.3545290304276596,0.030768632888793945,0.013848372432472495,0.8,0.05,7,400,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 400, 'subsample': 0.8}",-931388.4515971574,-960520.2650373313,-958177.4826741175,-950028.7331028688,13215.325150734894,38
4.34501584370931,0.24463374874797583,0.031684160232543945,0.016655592393431774,0.8,0.05,7,400,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 7, 'n_estimators': 400, 'subsample': 1.0}",-987541.1639307154,-997143.0303199894,-1045923.9441682269,-1010202.7128063105,25561.086792858052,118
2.792417526245117,0.3018620149381362,0.011194864908854166,4.260353144645443e-05,0.8,0.05,9,100,0.6,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 100, 'subsample': 0.6}",-1090422.7869248097,-1096644.4549209843,-1118105.649491729,-1101724.2971125077,11858.578259156839,269
2.9003307024637857,0.020698189132104087,0.011441230773925781,0.0004850210201451988,0.8,0.05,9,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 100, 'subsample': 0.8}",-1124598.5483484077,-1109570.571611742,-1162884.846824732,-1132351.322261627,22445.223885179217,303
3.4127934773763022,0.2867094143630783,0.014267921447753906,0.0039360202110621705,0.8,0.05,9,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 100, 'subsample': 1.0}",-1137525.783440209,-1172139.8439099765,-1223451.3915518275,-1177705.6729673378,35299.06865777704,380
4.682125488917033,0.37960055104595336,0.017044623692830402,0.0005775173673430476,0.8,0.05,9,200,0.6,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 200, 'subsample': 0.6}",-994860.3605958354,-1018080.8887343806,-1036039.673144404,-1016326.9741582066,16857.06790930857,128
5.517244418462117,0.3750270772349957,0.022775729497273762,0.006044276050064799,0.8,0.05,9,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 200, 'subsample': 0.8}",-1059405.2872047357,-1057513.131198612,-1106593.4747737576,-1074503.9643923684,22703.855340387167,228
5.791097799936931,0.42865270785894694,0.01929624875386556,0.002125790798250299,0.8,0.05,9,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 200, 'subsample': 1.0}",-1104336.1071174568,-1142760.3884225867,-1187853.3814432444,-1144983.2923277626,34131.99626968756,330
6.685463507970174,0.30104691583007437,0.03779435157775879,0.019369461130263447,0.8,0.05,9,300,0.6,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 300, 'subsample': 0.6}",-971288.6603919596,-997293.3074893855,-1016466.0383390898,-995016.0020734783,18513.750916772693,93
8.190266132354736,0.43744103697365816,0.02882846196492513,0.0035449193418045427,0.8,0.05,9,300,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 300, 'subsample': 0.8}",-1045008.4795980194,-1047643.1200311155,-1091175.9679910908,-1061275.8558734085,21169.913573125483,206
8.098650296529135,0.8461955364799939,0.03807608286539713,0.015581196486748179,0.8,0.05,9,300,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 300, 'subsample': 1.0}",-1094893.7366588311,-1135538.5220753525,-1178287.7342841714,-1136239.9976727848,34049.070090034846,312
9.022066434224447,0.30669123260109926,0.04917168617248535,0.01617601613995808,0.8,0.05,9,400,0.6,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 400, 'subsample': 0.6}",-961357.5541446034,-989666.0302222113,-1008905.3859726698,-986642.9901131615,19528.66536680909,77
10.281688451766968,0.05815809563527258,0.043755690256754555,0.003279674132512668,0.8,0.05,9,400,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 400, 'subsample': 0.8}",-1040041.6526726257,-1044769.3704856244,-1087199.9246357603,-1057336.9825980035,21204.312600548226,196
9.64673638343811,0.12144082433236114,0.0626818339029948,0.029380041440188385,0.8,0.05,9,400,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.05, 'max_depth': 9, 'n_estimators': 400, 'subsample': 1.0}",-1092173.4389586407,-1132931.619705318,-1175536.8418370425,-1133547.3001670004,34035.751122311136,306
0.16073846817016602,0.007210232155961095,0.00691978136698405,0.001193182039747691,0.8,0.1,3,100,0.6,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.6}",-1407097.1530899585,-1233975.9627169166,-1333465.606367161,-1324846.2407246786,70938.73759380393,461
0.16256062189737955,0.004577261551466129,0.006446679433186849,9.585283514217799e-05,0.8,0.1,3,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 0.8}",-1394815.2802972593,-1261156.6907040037,-1377760.517670608,-1344577.496223957,59396.909724672034,464
0.16115585962931314,0.01021307300809516,0.006287813186645508,0.00037998870608096057,0.8,0.1,3,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}",-1413283.2585269136,-1296929.9677279808,-1387366.3744343575,-1365859.8668964172,49875.97597905471,466
0.3062981764475505,0.014394271136056073,0.007210572560628255,7.086885040348308e-05,0.8,0.1,3,200,0.6,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.6}",-1235240.818801241,-1105356.3374438374,-1178244.1358498798,-1172947.097364986,53157.242133775544,374
0.3032575448354085,0.006265324552863602,0.006806373596191406,9.443964266185308e-05,0.8,0.1,3,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 0.8}",-1200092.8961670818,-1113645.6410265348,-1223103.4261304783,-1178947.3211080318,47121.143084597796,381
0.29521433512369794,0.00925533269983977,0.007330417633056641,0.00021198482205198507,0.8,0.1,3,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 200, 'subsample': 1.0}",-1215055.7891233654,-1166144.3862914795,-1224611.8632132,-1201937.3462093482,25608.353100296827,396
0.444931427637736,0.00816352351199927,0.00858910878499349,5.282082176575456e-05,0.8,0.1,3,300,0.6,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.6}",-1158583.8854032487,-1050686.8415880562,-1098964.9725645327,-1102745.2331852792,44129.81451569879,273
0.42284003893534344,0.00240308191018746,0.008787870407104492,0.0005915260884343547,0.8,0.1,3,300,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 300, 'subsample': 0.8}",-1121983.431782721,-1039316.5486696813,-1145152.0658736334,-1102150.6821086786,45426.076543338946,270
0.4630044301350911,0.04864768213584859,0.007951180140177408,9.113503190149432e-05,0.8,0.1,3,300,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 300, 'subsample': 1.0}",-1148094.4117072222,-1099506.0830539851,-1150210.4533113893,-1132603.6493575322,23419.4517361233,305
0.9582517147064209,0.12025324358278741,0.013885259628295898,0.0063744609056020736,0.8,0.1,3,400,0.6,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 400, 'subsample': 0.6}",-1125945.7913426599,-1029940.7927674493,-1050480.2105880664,-1068788.9315660584,41276.68337567851,220
0.678603728612264,0.08796815770004625,0.009498834609985352,0.00010041772423734144,0.8,0.1,3,400,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 400, 'subsample': 0.8}",-1078534.3422223406,-1003110.8881085438,-1100067.7771040064,-1060571.0024782969,41570.58865744359,203
0.558180014292399,0.012756870832440549,0.009734392166137695,0.0003016476536185461,0.8,0.1,3,400,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 400, 'subsample': 1.0}",-1096311.1602176856,-1081083.342696278,-1103984.538118001,-1093793.0136773216,9517.422075157729,259
0.44318238894144696,0.009323764511878937,0.01069339116414388,0.003911582403792103,0.8,0.1,5,100,0.6,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.6}",-1073960.1124206346,-1048144.6821146511,-1060116.926777673,-1060740.5737709862,10548.327265494898,204
0.4407532215118408,0.014683280692953285,0.0076491038004557295,0.00024794312084369067,0.8,0.1,5,100,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 0.8}",-1018971.777984627,-1028647.9127992992,-1049160.689029871,-1032260.1266045991,12586.46505724337,148
0.43163299560546875,0.0052135603425849065,0.00751805305480957,0.0002996177613884192,0.8,0.1,5,100,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100, 'subsample': 1.0}",-1040641.2111228951,-1014695.9443710586,-1083445.4779332413,-1046260.877809065,28346.782080771904,180
0.8489176432291666,0.016295477781091548,0.01016847292582194,0.0016131477449430264,0.8,0.1,5,200,0.6,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.6}",-971980.8417905511,-973175.2194998587,-948552.5329489937,-964569.5314131345,11336.219663195738,56
0.8491673469543457,0.01453593622136564,0.011174917221069336,0.0014904578516432706,0.8,0.1,5,200,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'subsample': 0.8}",-912592.8061478687,-963455.7272394481,-959839.7901212027,-945296.1078361733,23171.796165424443,33
0.8635323842366537,0.015840668590042236,0.009563287099202475,0.000275971356237625,0.8,0.1,5,200,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 200, 'subsample': 1.0}",-927704.5916303983,-950936.9730806785,-989415.1643464966,-956018.9096858577,25448.225294789016,47
1.262419859568278,0.00921364679852068,0.01707633336385091,0.00797711867734032,0.8,0.1,5,300,0.6,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 300, 'subsample': 0.6}",-954785.5514137052,-961218.4972732164,-917866.9757156657,-944623.6748008624,19101.24616457742,31
1.7030879656473796,0.06920070095595883,0.019056320190429688,0.005208423122726966,0.8,0.1,5,300,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 300, 'subsample': 0.8}",-883958.2093441868,-949102.1584001267,-923617.3626783805,-918892.5768075647,26803.932868076394,8
1.3107906182607014,0.08211058928131035,0.01167599360148112,0.0003662507924881278,0.8,0.1,5,300,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 300, 'subsample': 1.0}",-897027.7705989509,-947077.9903680849,-961284.6785498773,-935130.1465056377,27559.64180433069,22
1.6794646581013997,0.029148889222125003,0.015708287556966145,0.001599942444088673,0.8,0.1,5,400,0.6,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 400, 'subsample': 0.6}",-940576.5336236673,-953729.1791919719,-908643.1809887881,-934316.2979348091,18931.09825400898,20
1.6483075618743896,0.02884824361596442,0.014686822891235352,0.0011302731249367495,0.8,0.1,5,400,0.8,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 400, 'subsample': 0.8}",-876297.5190526447,-943139.8778717045,-907441.8977236679,-908959.7648826725,27309.377799067162,3
1.5774006048838298,0.04648084448491658,0.01657581329345703,0.0034751735281075796,0.8,0.1,5,400,1.0,"{'colsample_bytree': 0.8, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 400, 'subsample': 1.0}",-881581.7328411415,-943145.6494408639,-944130.2353340343,-922952.5392053466,29256.339105268213,12
