mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_learning_rate_init,param_max_iter,param_n_iter_no_change,param_solver,param_tol,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
4.023998657862346,0.3791106200097714,0.004125436147054036,0.00018573448320806862,relu,0.0001,"(64,)",0.001,500,10.0,adam,0.0001,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'learning_rate_init': 0.001, 'max_iter': 500, 'n_iter_no_change': 10, 'solver': 'adam', 'tol': 0.0001}",-4765494.495356851,-4732721.09047806,-4870322.092964175,-4789512.559599695,58686.50911851332,325
2.2768293221791587,0.012121122261328533,0.004091580708821614,7.419948125039778e-05,relu,0.0001,"(64,)",0.0005,300,10.0,adam,0.001,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'learning_rate_init': 0.0005, 'max_iter': 300, 'n_iter_no_change': 10, 'solver': 'adam', 'tol': 0.001}",-20656883.734881062,-19590326.109139778,-20332576.508236006,-20193262.11741895,446424.81029714824,375
2.9983221689860025,0.2285411483951342,0.012760162353515625,0.0013005350980253177,relu,0.0001,"(64,)",0.0005,300,10.0,adam,0.0001,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'learning_rate_init': 0.0005, 'max_iter': 300, 'n_iter_no_change': 10, 'solver': 'adam', 'tol': 0.0001}",-20656883.734881062,-19590326.109139778,-20332576.508236006,-20193262.11741895,446424.81029714824,375
3.935946464538574,0.19242731926254067,0.0042413075764973955,0.00010863663768258372,relu,0.0001,"(64,)",0.0005,500,10.0,adam,0.001,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'learning_rate_init': 0.0005, 'max_iter': 500, 'n_iter_no_change': 10, 'solver': 'adam', 'tol': 0.001}",-12785167.099582814,-12135006.146926006,-12884065.05468076,-12601412.767063193,332261.49627613515,357
4.411499977111816,0.5297748534243455,0.006678104400634766,0.003368897616629808,relu,0.0001,"(64,)",0.0005,500,10.0,adam,0.0001,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (64,), 'learning_rate_init': 0.0005, 'max_iter': 500, 'n_iter_no_change': 10, 'solver': 'adam', 'tol': 0.0001}",-12785167.099582814,-12135006.146926006,-12884065.05468076,-12601412.767063193,332261.49627613515,357
3.5593748887379966,0.5107401224327128,0.004552602767944336,4.7734154409910755e-05,relu,0.0001,"(128,)",0.001,300,10.0,adam,0.001,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'learning_rate_init': 0.001, 'max_iter': 300, 'n_iter_no_change': 10, 'solver': 'adam', 'tol': 0.001}",-5319464.792134731,-5386025.533897923,-5526700.498436235,-5410730.2748229625,86388.28107137677,333
3.2432727018992105,0.017080847294298113,0.004621187845865886,0.00012978008022334773,relu,0.0001,"(128,)",0.001,300,10.0,adam,0.0001,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'learning_rate_init': 0.001, 'max_iter': 300, 'n_iter_no_change': 10, 'solver': 'adam', 'tol': 0.0001}",-5319464.792134731,-5386025.533897923,-5526700.498436235,-5410730.2748229625,86388.28107137677,333
6.925126393636067,0.2779113728687597,0.004588206609090169,7.374841587509215e-05,relu,0.0001,"(128,)",0.001,500,10.0,adam,0.001,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'learning_rate_init': 0.001, 'max_iter': 500, 'n_iter_no_change': 10, 'solver': 'adam', 'tol': 0.001}",-3263008.7942984975,-3280028.9089846564,-3158879.1974565503,-3233972.300246568,53551.54302760803,259
6.78434681892395,0.0071999143401062305,0.00717616081237793,0.0036184515325450705,relu,0.0001,"(128,)",0.001,500,10.0,adam,0.0001,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'learning_rate_init': 0.001, 'max_iter': 500, 'n_iter_no_change': 10, 'solver': 'adam', 'tol': 0.0001}",-3263008.7942984975,-3280028.9089846564,-3158879.1974565503,-3233972.300246568,53551.54302760803,259
3.2741580804189048,0.06405620129511519,0.0047156016031901045,0.0001702009584980442,relu,0.0001,"(128,)",0.0005,300,10.0,adam,0.001,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (128,), 'learning_rate_init': 0.0005, 'max_iter': 300, 'n_iter_no_change': 10, 'solver': 'adam', 'tol': 0.001}",-14777119.148038363,-13562283.160182351,-14093873.583910078,-14144425.29737693,497241.20649060525,363
