YIELD,WB_CCKP_CDD,WB_CCKP_CDD65,WB_CCKP_CSDI,WB_CCKP_CWD,WB_CCKP_FD,WB_CCKP_HD30,WB_CCKP_HD35,WB_CCKP_HD45,WB_CCKP_HDD65,WB_CCKP_HI35,WB_CCKP_HURS,WB_CCKP_ID,WB_CCKP_PR,WB_CCKP_R20MM,WB_CCKP_R50MM,WB_CCKP_R95PTOT,WB_CCKP_RX1DAY,WB_CCKP_RX5DAY,WB_CCKP_SD,WB_CCKP_TAS,WB_CCKP_TASMAX,WB_CCKP_TASMIN,WB_CCKP_TNN,WB_CCKP_TR,WB_CCKP_TR23,WB_CCKP_TR26,WB_CCKP_TR29,WB_CCKP_TR32,WB_CCKP_TX84RR,WB_CCKP_TXX,WB_CCKP_WSDI,ITEM_Barley,ITEM_Maize,ITEM_Wheat
1000.0,0.2337781683908589,0.35575005419245415,-0.13544757784855152,1.6466955405172066,-0.7133371582790212,-0.3619749328201618,-0.07815666626037533,-0.054471787373896505,-0.7770412823122104,-0.0932469334538215,-1.088791241505552,0.7074644375634919,0.22623553239602884,0.8011153761160824,0.09687185882786992,-0.2330242624249952,1.0537181689901527,1.0351164968325626,0.5802422729300935,0.7482575186286466,0.7482575186286466,0.7482575186286466,0.6676573901867671,0.5802487765346452,0.21185404985747408,-0.37106276040958697,-0.43338953600064983,-0.2191770045138075,-1.3789980519194511,-0.15242449052373577,1.5363578567793907,True,False,False
923.1,-0.006406183618717025,0.19992857546776593,3.61347760247448,-0.31338674245876963,-0.4118924464888193,-0.3619749328201618,-0.07815666626037533,-0.054471787373896505,-0.4324140735060233,-0.0932469334538215,-0.45712456505855986,0.4060744237876631,0.8941373964861602,1.7547649611077152,1.0335216104510119,1.321677463533278,0.9455548108118135,1.8165625475958314,0.4218654350516127,0.4155261373530583,0.4155261373530583,0.4155261373530583,-0.020181159984190872,0.42187161414109753,0.050659744381218993,-0.39214344000497453,-0.44630254216009513,-0.2191770045138075,-1.589876877483948,-0.34718042433125695,-1.0350534547720138,True,False,False
1380.2,0.4438476628090201,0.44126758635400276,0.13725061675902955,-0.04382729293358583,-0.4759900893656265,-0.3619749328201618,-0.07815666626037533,-0.054471787373896505,-0.5675275966779131,-0.0932469334538215,-0.9615490333004022,0.4933800055902154,0.3622182550760564,1.153593662149951,1.2557774837175202,0.48736140763100966,1.8117269831039535,1.354098883736449,0.6023747892942372,0.5754435454079921,0.5754435454079921,0.5754435454079921,0.2580061034808552,0.6023813382484444,0.3138527064300198,-0.010211127335599738,-0.375281008283146,-0.2191770045138075,-1.0626798135727062,0.011031382493289886,-1.0817393744275101,True,False,False
1332.4,0.07071723216417414,0.5801850810804587,0.1629004469448911,-0.4751224121738796,-0.4279168572080212,-0.33708836530209607,-0.07815666626037533,-0.054471787373896505,-0.59491865783906,-0.0932469334538215,-1.063797236322398,0.42209592683121633,0.6683095662503734,1.4982390973830666,1.5574104545792102,0.7749076202233333,1.8697025430875436,1.0760532453424643,0.7851836257565126,0.6167125539382977,0.6167125539382977,0.6167125539382977,0.3202167573359078,0.7851905492870949,0.44135102714570185,0.0679113911649543,-0.2784334620873061,-0.2191770045138075,-0.8518009880082095,0.34837648212417305,-0.33599323677261145,True,False,False
2352.3,0.027381217581406613,1.0827876348115042,-0.8914425728002612,0.4529322640485375,-0.8426936332151865,0.03621014746888977,-0.07815666626037533,-0.054471787373896505,-0.8248621645847859,-0.0932469334538215,-0.981998673904802,0.8367974403933348,0.12069877545263273,0.6150851695982076,0.7477640591083585,-0.03836651750648572,0.8045097917472589,0.9041999644692141,1.1910422375249603,0.8926990484847162,0.8926990484847162,0.8926990484847162,0.9000670027018689,1.1910499926622118,0.9827635390419371,0.7114921388123749,0.12186972885549835,0.24602085642793423,-0.32460392409696787,0.9500332062081202,0.05346561930086937,True,False,False
2252.7,0.5694486542268719,0.11732074546984748,1.0417446285762537,-0.42506137154777385,-0.6380920992497259,-0.3619749328201618,-0.07815666626037533,-0.054471787373896505,-0.5714642979474089,-0.0932469334538215,-0.28216652877648024,0.6322330319676762,1.7889085719661253,2.1111596725419597,1.8114171668837908,1.3390390462078836,1.5824206637658746,1.934103706683667,0.28217189020779854,0.5290159108113984,0.5290159108113984,0.5290159108113984,0.49511085968313095,0.28217778306439295,-0.01308941597662195,-0.28798008200423597,-0.4204765298412045,-0.2191770045138075,-1.589876877483948,-0.2393691038306645,-1.0817393744275101,True,False,False
1337.9,-0.2186792042021038,0.28536297328178234,0.26279978556351,-0.16320362058045296,-0.5904833427651408,-0.3619749328201618,-0.07815666626037533,-0.054471787373896505,-0.5699847616609797,-0.0932469334538215,-0.2935274402233679,0.607852483857921,2.1029845719881335,2.949274708222491,2.541686464759461,2.130391185537509,1.679335032693667,2.1481096790918652,0.47360378499376626,0.5573883541759834,0.5573883541759834,0.5573883541759834,0.31434782772694053,0.4736100700954327,0.1836222788418589,-0.30534064167102565,-0.40756352368175924,-0.2191770045138075,-1.3789980519194511,0.02146473609012173,-1.001881880279951,True,False,False
1457.3,0.34028193304342313,0.38553986205819124,2.0744877913227855,-1.5456585117167505,-0.8194698495641694,-0.33708836530209607,-0.07815666626037533,-0.054471787373896505,-0.6191542478052561,-0.0932469334538215,-1.0751581477692855,0.8135778707649968,0.2699083087890528,1.2867521257627454,0.33500315161341454,0.046841249997917195,1.0736202268949675,1.1186112512190947,0.6414659870283086,0.6089746148388656,0.6089746148388656,0.6089746148388656,0.8965456449364886,0.6414726160806087,0.21003264527582152,-0.31154084155202205,-0.3817375113628686,-0.2191770045138075,-1.3789980519194511,0.36924318931783673,-1.0817393744275101,True,False,False
1910.6,0.17134492704280388,0.9286565544866393,-0.003148453732002252,-0.7331293138622694,-0.5268501755613539,0.5961579166253685,-0.07815666626037533,-0.054471787373896505,-0.619058230701122,6.714944795343321,-0.5911833201318432,0.5210112934479376,1.2694524883661134,2.436222980773194,2.081299298707408,1.667148956569909,1.7961514595262726,1.2750625871084211,0.8636534565021116,0.6863540058331883,0.6863540058331883,0.6863540058331883,0.4810254286216095,0.863660540817836,0.9003449817221572,1.0884642915769527,0.7287810183494279,0.12972139119249876,-0.113725098532471,0.9952444051277227,-0.4711366884069424,True,False,False
1812.5,-0.2686257972805477,0.7600600976911559,-0.875242680051296,0.18337281452335438,-0.6109202723780358,-0.02600627132627452,-0.07815666626037533,-0.054471787373896505,-0.7528100567598381,-0.0932469334538215,-0.24808379443581388,0.6050661355025216,1.4245290322036623,1.9094637644225794,1.0176461909319756,0.6179333105109963,0.8685424997888359,1.710775504416779,0.9536206983459675,0.7843679010926641,0.7843679010926641,0.7843679010926641,0.5444098683984555,0.9536279670050967,0.5907062028412149,0.17083470918949353,0.031478685739381194,0.013421925957063353,-0.8518009880082095,0.8943886536916856,-0.6136516010395094,True,False,False
