mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_epsilon,param_gamma,param_kernel,param_shrinking,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.14873425165812174,0.03686189113788491,0.05295356114705404,0.012255915025066708,0.1,0.2,scale,linear,True,"{'C': 0.1, 'epsilon': 0.2, 'gamma': 'scale', 'kernel': 'linear', 'shrinking': True}",-5550436.640188393,-5179356.242789645,-5369496.700263866,-5366429.861080634,151508.45842248132,337
0.17455371220906576,0.030293925059530283,0.07534503936767578,0.017352135996873685,0.1,0.2,scale,linear,False,"{'C': 0.1, 'epsilon': 0.2, 'gamma': 'scale', 'kernel': 'linear', 'shrinking': False}",-5550436.640188393,-5179356.242789645,-5369496.700263866,-5366429.861080634,151508.45842248132,337
0.24059693018595377,0.03352054941322989,0.20506691932678223,0.014976595262918993,0.1,0.2,auto,rbf,True,"{'C': 0.1, 'epsilon': 0.2, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",-6225100.241260385,-5720566.696041597,-5960266.918580824,-5968644.618627601,206060.12707672658,409
0.2593512535095215,0.006888454269512334,0.15350588162740073,0.021986226900136355,0.1,0.2,auto,rbf,False,"{'C': 0.1, 'epsilon': 0.2, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': False}",-6225100.241260385,-5720566.696041597,-5960266.918580824,-5968644.618627601,206060.12707672658,409
0.13129266103108725,0.021089158201992232,0.0434424082438151,0.0012198364441617627,0.1,0.2,auto,linear,True,"{'C': 0.1, 'epsilon': 0.2, 'gamma': 'auto', 'kernel': 'linear', 'shrinking': True}",-5550436.640188393,-5179356.242789645,-5369496.700263866,-5366429.861080634,151508.45842248132,337
0.1262667179107666,0.012152523034534719,0.04200204213460287,0.0008232333877977965,0.1,0.2,auto,linear,False,"{'C': 0.1, 'epsilon': 0.2, 'gamma': 'auto', 'kernel': 'linear', 'shrinking': False}",-5550436.640188393,-5179356.242789645,-5369496.700263866,-5366429.861080634,151508.45842248132,337
0.1597752571105957,0.0024684926159608336,0.10213398933410645,0.0006706799244315839,0.1,0.2,0.1,rbf,True,"{'C': 0.1, 'epsilon': 0.2, 'gamma': 0.1, 'kernel': 'rbf', 'shrinking': True}",-6231353.874894726,-5725017.422514943,-5963548.013498118,-5973306.436969263,206826.1280619023,425
0.16190791130065918,0.0016357109350739162,0.1031193733215332,0.0011163169827980886,0.1,0.2,0.1,rbf,False,"{'C': 0.1, 'epsilon': 0.2, 'gamma': 0.1, 'kernel': 'rbf', 'shrinking': False}",-6231353.874894726,-5725017.422514943,-5963548.013498118,-5973306.436969263,206826.1280619023,425
0.12455328305562337,0.009671489386501305,0.04569697380065918,0.0028729519705440786,0.1,0.2,0.1,linear,True,"{'C': 0.1, 'epsilon': 0.2, 'gamma': 0.1, 'kernel': 'linear', 'shrinking': True}",-5550436.640188393,-5179356.242789645,-5369496.700263866,-5366429.861080634,151508.45842248132,337
0.1145002047220866,0.0006720449070366865,0.04160499572753906,0.0004158289781038237,0.1,0.2,0.1,linear,False,"{'C': 0.1, 'epsilon': 0.2, 'gamma': 0.1, 'kernel': 'linear', 'shrinking': False}",-5550436.640188393,-5179356.242789645,-5369496.700263866,-5366429.861080634,151508.45842248132,337
0.16683522860209146,0.0014700594600847393,0.10333387056986491,0.0008681734722254672,0.1,0.5,scale,rbf,True,"{'C': 0.1, 'epsilon': 0.5, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",-6225041.133307208,-5720433.14866707,-5960141.1091822535,-5968538.463718844,206090.9042357367,399
0.1643688678741455,0.0005689327756428158,0.11273566881815593,0.013732175300081714,0.1,0.5,scale,rbf,False,"{'C': 0.1, 'epsilon': 0.5, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': False}",-6225041.133307208,-5720433.14866707,-5960141.1091822535,-5968538.463718844,206090.9042357367,399
0.11542455355326335,0.0022042414228100765,0.04218665758768717,0.00036743236524756706,0.1,0.5,scale,linear,True,"{'C': 0.1, 'epsilon': 0.5, 'gamma': 'scale', 'kernel': 'linear', 'shrinking': True}",-5550089.56349992,-5179605.763470107,-5369365.088469315,-5366353.471813113,151264.36878810468,331
0.11576962471008301,0.0006050777328331841,0.04248197873433431,0.0012874896042246098,0.1,0.5,scale,linear,False,"{'C': 0.1, 'epsilon': 0.5, 'gamma': 'scale', 'kernel': 'linear', 'shrinking': False}",-5550089.56349992,-5179605.763470107,-5369365.088469315,-5366353.471813113,151264.36878810468,331
0.16404430071512857,0.0038855867915249774,0.11038009325663249,0.007339831795379936,0.1,0.5,auto,rbf,True,"{'C': 0.1, 'epsilon': 0.5, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",-6225100.241260384,-5720566.696041597,-5960266.918580824,-5968644.618627601,206060.1270767262,409
0.16421906153361002,0.0005224129315247945,0.10496314366658528,0.0012166024278149285,0.1,0.5,auto,rbf,False,"{'C': 0.1, 'epsilon': 0.5, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': False}",-6225100.241260384,-5720566.696041597,-5960266.918580824,-5968644.618627601,206060.1270767262,409
0.1208360989888509,0.001365224066409833,0.04212379455566406,0.0004478195297055676,0.1,0.5,auto,linear,True,"{'C': 0.1, 'epsilon': 0.5, 'gamma': 'auto', 'kernel': 'linear', 'shrinking': True}",-5550089.56349992,-5179605.763470107,-5369365.088469315,-5366353.471813113,151264.36878810468,331
0.11690378189086914,0.0004989852335598221,0.04569156964619955,0.0036997312586823606,0.1,0.5,auto,linear,False,"{'C': 0.1, 'epsilon': 0.5, 'gamma': 'auto', 'kernel': 'linear', 'shrinking': False}",-5550089.56349992,-5179605.763470107,-5369365.088469315,-5366353.471813113,151264.36878810468,331
0.17278742790222168,0.005429142603564285,0.10590561230977376,0.0017644952149179743,0.1,0.5,0.1,rbf,True,"{'C': 0.1, 'epsilon': 0.5, 'gamma': 0.1, 'kernel': 'rbf', 'shrinking': True}",-6231353.874894723,-5725017.422514946,-5963548.013498118,-5973306.436969263,206826.12806190003,425
0.16429352760314941,0.0009960876764191404,0.1091156800587972,6.7374332563815e-05,0.1,0.5,0.1,rbf,False,"{'C': 0.1, 'epsilon': 0.5, 'gamma': 0.1, 'kernel': 'rbf', 'shrinking': False}",-6231353.874894723,-5725017.422514946,-5963548.013498118,-5973306.436969263,206826.12806190003,425
0.11697451273600261,0.0007817253870542944,0.04351147015889486,0.0005671666922815201,0.1,0.5,0.1,linear,True,"{'C': 0.1, 'epsilon': 0.5, 'gamma': 0.1, 'kernel': 'linear', 'shrinking': True}",-5550089.56349992,-5179605.763470107,-5369365.088469315,-5366353.471813113,151264.36878810468,331
0.1299757957458496,0.013699990953436526,0.04799191157023112,0.0037764386697476866,0.1,0.5,0.1,linear,False,"{'C': 0.1, 'epsilon': 0.5, 'gamma': 0.1, 'kernel': 'linear', 'shrinking': False}",-5550089.56349992,-5179605.763470107,-5369365.088469315,-5366353.471813113,151264.36878810468,331
0.1652984619140625,0.0013256560117704465,0.10540811220804851,0.002227571483739538,0.1,1.0,scale,rbf,True,"{'C': 0.1, 'epsilon': 1.0, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",-6225041.13330721,-5720433.14866707,-5960168.552717763,-5968547.611564014,206090.5319044807,407
0.16626540819803873,0.001903585231215571,0.11002635955810547,0.0025870730769679624,0.1,1.0,scale,rbf,False,"{'C': 0.1, 'epsilon': 1.0, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': False}",-6225041.13330721,-5720433.14866707,-5960168.552717763,-5968547.611564014,206090.5319044807,407
0.1278984546661377,0.008856467697622812,0.04332439104715983,0.0017200663770997804,0.1,1.0,scale,linear,True,"{'C': 0.1, 'epsilon': 1.0, 'gamma': 'scale', 'kernel': 'linear', 'shrinking': True}",-5549510.562250277,-5180021.869662617,-5368838.918231927,-5366123.783381607,150855.34452023034,325
0.11744093894958496,0.0031616928841213835,0.04443550109863281,0.0021775831762690144,0.1,1.0,scale,linear,False,"{'C': 0.1, 'epsilon': 1.0, 'gamma': 'scale', 'kernel': 'linear', 'shrinking': False}",-5549510.562250277,-5180021.869662617,-5368838.918231927,-5366123.783381607,150855.34452023034,325
0.1652038892110189,8.403487392155656e-05,0.10682360331217448,0.0002558240858883762,0.1,1.0,auto,rbf,True,"{'C': 0.1, 'epsilon': 1.0, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",-6225100.241260381,-5720566.696041597,-5960334.804269904,-5968667.247190627,206059.20955966212,419
0.17459734280904135,0.012130505458730846,0.10668547948201497,0.0017379461810781323,0.1,1.0,auto,rbf,False,"{'C': 0.1, 'epsilon': 1.0, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': False}",-6225100.241260381,-5720566.696041597,-5960334.804269904,-5968667.247190627,206059.20955966212,419
0.11832499504089355,0.00204679252221153,0.045695861180623375,0.0022057944857965185,0.1,1.0,auto,linear,True,"{'C': 0.1, 'epsilon': 1.0, 'gamma': 'auto', 'kernel': 'linear', 'shrinking': True}",-5549510.562250277,-5180021.869662617,-5368838.918231927,-5366123.783381607,150855.34452023034,325
0.1546644369761149,0.0497091207791117,0.068085511525472,0.018464989696998616,0.1,1.0,auto,linear,False,"{'C': 0.1, 'epsilon': 1.0, 'gamma': 'auto', 'kernel': 'linear', 'shrinking': False}",-5549510.562250277,-5180021.869662617,-5368838.918231927,-5366123.783381607,150855.34452023034,325
0.31191110610961914,0.09349275004886623,0.143355131149292,0.049011668339178596,0.1,1.0,0.1,rbf,True,"{'C': 0.1, 'epsilon': 1.0, 'gamma': 0.1, 'kernel': 'rbf', 'shrinking': True}",-6231353.874894723,-5725017.422514946,-5963537.2323893,-5973302.843266323,206826.2976815499,421
0.17190043131510416,0.010550519100584037,0.10619298617045085,0.0034793958039601425,0.1,1.0,0.1,rbf,False,"{'C': 0.1, 'epsilon': 1.0, 'gamma': 0.1, 'kernel': 'rbf', 'shrinking': False}",-6231353.874894723,-5725017.422514946,-5963537.2323893,-5973302.843266323,206826.2976815499,421
0.12733904520670572,0.016115714027025222,0.04413382212320963,0.0013079559565645847,0.1,1.0,0.1,linear,True,"{'C': 0.1, 'epsilon': 1.0, 'gamma': 0.1, 'kernel': 'linear', 'shrinking': True}",-5549510.562250277,-5180021.869662617,-5368838.918231927,-5366123.783381607,150855.34452023034,325
0.16212908426920572,0.03575703738002092,0.06656551361083984,0.014101012625468904,0.1,1.0,0.1,linear,False,"{'C': 0.1, 'epsilon': 1.0, 'gamma': 0.1, 'kernel': 'linear', 'shrinking': False}",-5549510.562250277,-5180021.869662617,-5368838.918231927,-5366123.783381607,150855.34452023034,325
0.294216791788737,0.03891529584119934,0.13229656219482422,0.02887632747959459,1.0,0.01,scale,rbf,True,"{'C': 1, 'epsilon': 0.01, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",-6093597.036890303,-5591641.799827615,-5832652.2706719255,-5839297.035796615,204976.22574555085,371
0.27710453669230145,0.03375574117700714,0.16489322980244955,0.012535555056928932,1.0,0.01,scale,rbf,False,"{'C': 1, 'epsilon': 0.01, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': False}",-6093597.036890303,-5591641.799827615,-5832652.2706719255,-5839297.035796615,204976.22574555085,371
0.17702738444010416,0.028492985821420725,0.07070636749267578,0.01979491964971784,1.0,0.01,scale,linear,True,"{'C': 1, 'epsilon': 0.01, 'gamma': 'scale', 'kernel': 'linear', 'shrinking': True}",-3924778.950715571,-3933989.9741589003,-4020173.315871042,-3959647.4135818384,42963.15765986884,253
0.13342650731404623,0.020364189593534258,0.043187618255615234,0.00031561871552776756,1.0,0.01,scale,linear,False,"{'C': 1, 'epsilon': 0.01, 'gamma': 'scale', 'kernel': 'linear', 'shrinking': False}",-3924778.950715571,-3933989.9741589003,-4020173.315871042,-3959647.4135818384,42963.15765986884,253
0.16902597745259604,0.002274181969738965,0.11059919993082683,0.0032546110601768094,1.0,0.01,auto,rbf,True,"{'C': 1, 'epsilon': 0.01, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': True}",-6096073.776313824,-5594576.343495319,-5834502.927852154,-5841717.682553765,204799.02065999736,383
0.16613372166951498,0.0030077861964460948,0.1164110501607259,0.00730781866358334,1.0,0.01,auto,rbf,False,"{'C': 1, 'epsilon': 0.01, 'gamma': 'auto', 'kernel': 'rbf', 'shrinking': False}",-6096073.776313824,-5594576.343495319,-5834502.927852154,-5841717.682553765,204799.02065999736,383
0.11802490552266438,0.0007184903948181447,0.042376438776652016,0.0002588431162449122,1.0,0.01,auto,linear,True,"{'C': 1, 'epsilon': 0.01, 'gamma': 'auto', 'kernel': 'linear', 'shrinking': True}",-3924778.950715571,-3933989.9741589003,-4020173.315871042,-3959647.4135818384,42963.15765986884,253
0.1158602237701416,0.00019325302719841686,0.04229839642842611,0.0002641125744498432,1.0,0.01,auto,linear,False,"{'C': 1, 'epsilon': 0.01, 'gamma': 'auto', 'kernel': 'linear', 'shrinking': False}",-3924778.950715571,-3933989.9741589003,-4020173.315871042,-3959647.4135818384,42963.15765986884,253
0.16005380948384604,0.0007051157718102343,0.11201095581054688,0.008946175695725686,1.0,0.01,0.1,rbf,True,"{'C': 1, 'epsilon': 0.01, 'gamma': 0.1, 'kernel': 'rbf', 'shrinking': True}",-6132479.4207312865,-5630957.395509449,-5856338.31858703,-5873258.3782759225,205094.77770136768,385
0.16457398732503256,0.0021388869565261105,0.11201699574788411,0.007088167334917262,1.0,0.01,0.1,rbf,False,"{'C': 1, 'epsilon': 0.01, 'gamma': 0.1, 'kernel': 'rbf', 'shrinking': False}",-6132479.4207312865,-5630957.395509449,-5856338.31858703,-5873258.3782759225,205094.77770136768,385
0.11576088269551595,0.0006631955905964526,0.04242793718973795,0.0004022827452665447,1.0,0.01,0.1,linear,True,"{'C': 1, 'epsilon': 0.01, 'gamma': 0.1, 'kernel': 'linear', 'shrinking': True}",-3924778.950715571,-3933989.9741589003,-4020173.315871042,-3959647.4135818384,42963.15765986884,253
0.11767935752868652,0.0026161248402623463,0.04313524564107259,0.0008927340456510726,1.0,0.01,0.1,linear,False,"{'C': 1, 'epsilon': 0.01, 'gamma': 0.1, 'kernel': 'linear', 'shrinking': False}",-3924778.950715571,-3933989.9741589003,-4020173.315871042,-3959647.4135818384,42963.15765986884,253
0.16564210255940756,0.0022834410460714927,0.11677026748657227,0.013345399142593183,1.0,0.05,scale,rbf,True,"{'C': 1, 'epsilon': 0.05, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': True}",-6093597.036890303,-5591644.604582693,-5832638.940149749,-5839293.52720758,204975.24032845852,369
0.1612884203592936,0.0004356160090143704,0.10381491978963216,0.0004930176597490131,1.0,0.05,scale,rbf,False,"{'C': 1, 'epsilon': 0.05, 'gamma': 'scale', 'kernel': 'rbf', 'shrinking': False}",-6093597.036890303,-5591644.604582693,-5832638.940149749,-5839293.52720758,204975.24032845852,369
0.12053950627644856,0.0007246783163830723,0.04256010055541992,0.0009210289618373991,1.0,0.05,scale,linear,True,"{'C': 1, 'epsilon': 0.05, 'gamma': 'scale', 'kernel': 'linear', 'shrinking': True}",-3924774.789806339,-3933994.522524618,-4020193.2598580946,-3959654.1907296837,42972.743578924514,259
0.136232058207194,0.013402770045763509,0.04264537493387858,0.0009556227951923164,1.0,0.05,scale,linear,False,"{'C': 1, 'epsilon': 0.05, 'gamma': 'scale', 'kernel': 'linear', 'shrinking': False}",-3924774.789806339,-3933994.522524618,-4020193.2598580946,-3959654.1907296837,42972.743578924514,259
